"Story","Title","Result","Date","Stability","Duration (s)"
"Validate the endopint Update Users.","As a User created in the system, Juan needs update his userinfo from the API","SUCCESS","2023-12-01T00:03:25.26978-05:00[America/Bogota]","0.0","3.76"
